,zbest,F3GHz,logL10cm,logL21cm,logLTIRSF,SFG,MNUV,MU,MB,MV,MR,MI,MZ,MY,MJ,MH,MK,MASS_MED,MASS_BEST,SFR_MED,SFR_BEST,L_NU,L_R,L_K
6478,1.579,30.08837,23.563574,23.795267,0.0,0.0,-18.806,-20.573,-21.317,-21.652,-22.022,-22.48,-22.892,-23.305,-23.554,-23.907,-23.82,10.7815,11.0293,1.92126,1.34691,29.4682193916788,30.0328262117389,30.205989076952
6479,0.301,26.6989,21.855722,22.08742,10.489943,0.0,-92.797,-20.198,-21.0,-21.65,-21.965,-22.34,-22.74,-22.931,-23.066,-23.24,-23.033,10.85,10.8975,0.100015,0.15877,28.3183693916788,29.5338662117389,29.849069076952
6480,2.204,13.92611,23.556076,23.787771,12.164231,0.0,-23.319,-23.856,-23.945,-23.977,-24.012,-24.341,-24.478,-24.556,-24.582,-24.7,-24.468,10.6286,10.6646,2.3,2.32811,30.4003193916788,30.4373262117389,30.382449076952
6481,2.0777,13.72487,23.49241,23.724106,12.087576,1.0,-17.735,-20.065,-20.865,-21.274,-21.696,-22.3,-22.71,-22.962,-23.221,-23.549,-23.444,10.7901,10.8543,1.72262,1.35026,29.4789193916788,29.9983262117389,30.121129076952
6482,1.8113,22.97465,23.5819,23.813595,11.950492,0.0,-20.097,-21.973,-22.529,-22.882,-23.288,-23.527,-23.951,-24.237,-24.47,-24.965,-24.905,11.0779,11.1077,2.32566,2.26117,30.3873193916788,30.6387262117389,30.618639076952
6483,0.422,14.29009,21.915949,22.147646,10.754893,1.0,-18.813,-20.449,-20.972,-21.455,-21.795,-21.968,-22.33,-22.593,-22.675,-23.105,-22.944,10.0895,10.2634,1.85277,1.67426,29.7642193916788,29.8927262117389,29.857419076952
6484,0.4405,14.28197,21.958258,22.189953,10.849177,1.0,-18.0,-19.562,-20.196,-20.644,-20.964,-21.225,-21.459,-21.645,-21.795,-22.038,-22.085,10.0978,10.1411,0.519593,0.556707,28.6983993916788,29.2949962117389,29.419199076952
6485,0.7418,12.66749,22.93161,23.853815,11.366146,1.0,-19.735,-20.952,-21.493,-21.915,-22.144,-22.555,-22.736,-22.883,-23.147,-23.396,-23.295,10.4204,10.3947,2.03029,2.02985,30.1370193916788,30.2084262117389,30.033619076952
6486,1.662,19.00442,23.414726,23.646421,11.860789,0.0,-19.528,-21.383,-21.763,-22.314,-22.49,-22.86,-23.403,-23.588,-23.749,-24.111,-23.947,11.0034,11.0506,1.32245,1.01097,29.1613493916788,29.9919262117389,30.205849076952
6487,2.6748,23.07077,23.961704,24.1934,12.711629,1.0,-22.597,-23.21,-23.497,-23.783,-23.914,-24.144,-24.353,-24.467,-24.683,-24.839,-24.624,10.6845,10.6947,2.45706,2.45622,30.5192193916788,30.5220262117389,30.463459076952
6488,1.728,13.62456,23.308632,23.540325,12.162992,0.0,-21.811,-23.186,-23.489,-23.735,-24.023,-24.211,-24.495,-24.812,-24.948,-25.163,-25.027,11.1971,11.1681,2.2792,2.25448,30.3826193916788,30.6632262117389,30.652639076952
6489,2.2985,23.91918,23.831642,24.063337,11.907532,1.0,-19.03,-20.353,-21.404,-21.945,-22.043,-22.533,-22.951,-23.126,-23.281,-23.546,-23.395,10.6891,10.7387,1.72755,1.49073,29.6461193916788,30.0824262117389,30.081479076952
6490,1.7264,13.80604,23.313463,23.545158,11.380769,1.0,-20.173,-21.61,-22.062,-22.425,-22.721,-22.782,-23.147,-23.307,-23.45,-23.654,-23.523,10.6888,10.66,1.60995,1.6033,29.7350193916788,30.0799262117389,30.090489076952
6491,0.3145,24.85125,21.867281,22.098976,10.550721,1.0,-93.385,-18.383,-19.019,-19.441,-19.709,-20.01,-20.296,-20.472,-20.799,-21.006,-21.389,9.66361,9.67812,0.369245,0.286469,28.4247393916788,28.9302362117389,29.019239076952
6492,2.226,14.40051,23.580254,23.811949,12.082198,0.0,-19.025,-21.169,-21.963,-22.469,-22.905,-23.196,-23.56,-23.93,-24.125,-24.45,-24.309,11.0596,11.1116,1.91118,1.52727,29.6689193916788,30.2655262117389,30.389769076952
6493,2.0903,65.7938,24.953207,25.707893,12.603533,1.0,-20.788,-21.894,-22.573,-23.058,-23.542,-23.909,-24.015,-24.161,-24.317,-24.71,-24.56,11.138,11.1892,1.79486,1.69042,29.8556193916788,30.4054262117389,30.455679076952
6494,1.9258,15.77003,23.47861,23.710304,12.018646,1.0,-19.724,-20.991,-21.199,-21.78,-21.98,-22.212,-22.483,-22.579,-22.723,-23.033,-22.898,10.3417,10.3351,1.454,1.47772,29.5794193916788,29.8095262117389,29.815669076952
6495,1.11,13.80853,22.873074,23.104769,11.294428,0.0,-20.162,-21.635,-21.801,-21.895,-22.291,-22.228,-22.708,-23.131,-23.239,-23.443,-23.257,10.261,10.306,1.83022,1.76849,29.8554193916788,29.9649262117389,29.924569076952
6496,1.5105,14.13782,23.191547,23.423243,11.457018,1.0,-18.183,-19.77,-20.459,-20.974,-21.435,-21.734,-21.983,-22.227,-22.663,-22.961,-22.927,10.1941,10.2297,1.85354,1.74309,29.8531193916788,29.9547262117389,29.901019076952
6497,0.6672,13.39523,22.346094,22.57779,10.780109,0.0,-17.32,-20.716,-21.632,-22.283,-22.561,-22.956,-23.262,-23.391,-23.581,-23.853,-23.609,11.0171,10.9839,-3.52806,-11.9567,27.3362493916788,29.6524562117389,30.007849076952
6498,1.5051,16.70258,23.26039,23.492085,11.927473,1.0,-20.15,-21.078,-21.744,-22.013,-21.947,-22.09,-22.273,-22.376,-22.64,-22.943,-22.774,10.1729,10.2064,1.60687,1.56298,29.6881193916788,29.8640262117389,29.725279076952
6499,0.8435,19.59273,22.748028,22.979723,11.32094,1.0,-19.474,-21.084,-21.755,-22.267,-22.549,-22.918,-23.115,-23.311,-23.476,-23.775,-23.593,10.8362,10.8611,1.14056,1.13628,29.2804193916788,29.9463262117389,30.099659076952
6500,0.706,22.32059,22.624935,22.85663,10.672138,1.0,-17.533,-19.705,-20.553,-21.187,-21.562,-22.001,-22.396,-22.587,-22.921,-23.238,-23.074,10.7619,10.7897,0.469839,0.531235,28.6868693916788,29.6459662117389,29.900769076952
6501,2.256,18.27443,23.696686,23.92838,11.524592,1.0,-20.76,-21.683,-22.087,-22.18,-22.744,-22.683,-22.786,-22.871,-23.015,-23.171,-22.972,10.3705,10.3965,1.48634,1.49002,29.6175193916788,29.8909262117389,29.819469076952
6502,0.6609,24.25414,22.594456,22.82615,11.374677,1.0,-19.264,-20.734,-21.321,-21.662,-21.926,-22.236,-22.59,-22.694,-22.934,-23.171,-23.012,10.4059,10.368,1.58176,1.60775,29.7135193916788,29.9137262117389,29.894189076952
6503,2.8251,16.18697,23.85995,24.091644,12.288628,1.0,-20.012,-21.492,-21.957,-22.28,-22.475,-22.338,-22.599,-22.729,-23.054,-23.262,-23.125,10.3065,10.2648,1.74525,1.84109,29.9549193916788,30.0489262117389,29.880839076952
6504,0.7227,33.16487,22.8205,23.052197,11.296417,1.0,-17.361,-20.062,-20.671,-21.223,-21.623,-22.04,-22.32,-22.507,-22.767,-23.08,-22.93,10.5446,10.5303,1.31205,1.2823,29.4376193916788,29.8739262117389,29.873049076952
6506,0.8471,17.89466,22.71296,22.944654,10.876975,1.0,-15.989,-18.31,-19.243,-19.968,-20.372,-20.584,-21.001,-21.181,-21.409,-21.928,-21.803,10.353,10.3482,-0.0952476,-0.126686,28.0355893916788,29.1271962117389,29.410589076952
6507,1.9012,45.26517,23.92395,24.155645,0.0,0.0,-19.81,-21.075,-21.78,-22.024,-22.256,-22.543,-22.855,-23.114,-23.292,-23.579,-23.474,10.5134,10.5127,1.82587,1.79318,29.9149193916788,30.1118262117389,30.075019076952
6508,0.57,12.87336,22.170525,22.40222,10.653208,1.0,-17.872,-20.323,-20.918,-21.536,-21.745,-22.089,-22.456,-22.538,-22.667,-22.797,-23.186,10.7,10.688,-0.4,-0.412734,27.8681093916788,29.3235162117389,29.576309076952
6509,1.0626,108.0841,23.72275,23.954445,0.0,0.0,-20.943,-20.925,-21.903,-22.561,-22.475,-22.8,-23.228,-23.4,-23.495,-23.988,-23.926,11.15,11.1509,-4.3,-18.2938,27.2324193916788,29.6771262117389,30.034219076952
6510,2.5801,20.42744,23.874357,24.106052,11.351194,1.0,-19.507,-21.144,-21.804,-22.292,-22.574,-22.632,-22.944,-23.125,-23.213,-23.502,-23.381,10.6382,10.747,1.67701,1.25953,29.3995193916788,29.9497262117389,30.055459076952
6511,0.8753,13.23311,22.61498,22.846676,10.407028,0.0,-17.09,-20.792,-21.713,-22.334,-22.641,-22.943,-23.214,-23.444,-23.529,-23.738,-23.492,10.961,10.9478,-2.29984,-9.82667,27.4262593916788,29.6653262117389,29.998959076952
6512,2.7015,20.45162,23.91886,24.150555,11.595693,1.0,-19.846,-21.241,-21.768,-21.933,-22.136,-22.483,-22.75,-22.904,-23.054,-23.301,-23.168,10.4436,10.475,1.58209,1.49148,29.6214193916788,29.9329262117389,29.932629076952
6513,0.28,36.3511,21.919603,22.151299,10.91507,1.0,-92.905,-20.376,-21.234,-21.813,-22.118,-22.485,-22.828,-23.005,-23.121,-23.331,-23.106,10.8,10.8545,0.100002,0.164332,28.3352593916788,29.5656562117389,29.871159076952
6514,1.9906,14.62531,23.478243,23.709936,11.815223,1.0,-17.823,-19.856,-20.619,-21.295,-21.686,-22.051,-22.711,-23.002,-23.349,-23.826,-23.85,10.8232,10.8112,1.84706,1.90162,30.0049193916788,30.2545262117389,30.269959076952
6515,1.9183,21.31509,23.605642,23.83734,11.150548,0.0,-19.816,-21.315,-21.919,-22.28,-22.682,-22.877,-23.146,-23.299,-23.414,-23.629,-23.426,10.8209,10.8426,1.3682,0.981279,29.1279493916788,29.8623262117389,30.042149076952
6516,1.8984,17.91794,23.52003,23.751724,11.310487,1.0,-19.743,-21.06,-21.622,-22.012,-22.241,-22.544,-22.817,-22.976,-23.111,-23.458,-23.292,10.675,10.6815,1.17187,1.19787,29.3179193916788,29.8060262117389,29.933889076952
6517,3.3987,14.32709,23.981617,24.213312,12.148592,1.0,-19.211,-21.147,-21.834,-22.447,-22.578,-23.108,-23.508,-23.738,-24.012,-24.382,-24.368,10.9433,10.9285,2.16908,2.40871,30.5294193916788,30.6591262117389,30.501839076952
6518,1.6553,14.01618,23.27851,23.510204,10.146594,1.0,-18.385,-19.749,-20.073,-20.426,-20.566,-20.809,-20.347,-20.49,-20.616,-21.012,-20.855,9.35853,9.16367,0.82075,0.987705,29.0472893916788,29.0291962117389,28.968589076952
6519,0.8981,24.00817,22.899652,23.131348,10.385574,0.0,-16.661,-20.483,-21.374,-22.025,-22.33,-22.647,-22.942,-23.141,-23.236,-23.498,-23.293,10.8723,10.8716,-2.45014,-12.069,27.2238593916788,29.5400662117389,29.895459076952
6520,0.4972,31.6289,22.424118,22.655813,11.361451,1.0,-19.268,-20.289,-20.698,-20.976,-21.179,-21.298,-21.55,-21.763,-21.861,-22.037,-21.991,9.84152,9.80259,1.29546,1.25986,29.3732193916788,29.4972862117389,29.446489076952
6521,0.4658,13.9228,22.00272,22.234415,10.689045,1.0,-16.651,-18.774,-19.464,-20.08,-20.502,-20.894,-21.144,-21.395,-21.589,-21.839,-21.694,10.1445,10.0931,0.570608,0.594325,28.7594893916788,29.3092862117389,29.359589076952
6522,0.9858,14.32656,22.769495,23.00119,11.578323,1.0,-20.245,-21.716,-22.303,-22.7,-23.028,-23.176,-23.433,-23.604,-23.747,-24.124,-23.911,10.8448,10.8722,1.61254,1.62424,29.7796193916788,30.2159262117389,30.214989076952
6523,0.961,13.68934,22.724026,22.95572,11.409347,1.0,-19.867,-20.848,-21.154,-21.469,-21.829,-21.914,-22.124,-22.244,-22.375,-22.704,-22.569,9.98384,9.98169,1.73025,1.75536,29.8492193916788,29.8676262117389,29.675669076952
6524,0.6781,14.29039,22.390606,22.6223,11.205883,1.0,-17.209,-19.354,-20.077,-20.53,-20.828,-21.148,-21.414,-21.629,-21.737,-22.41,-22.205,10.251,10.313,-0.195522,-0.161884,28.0003993916788,29.0919962117389,29.375399076952
6525,0.6161,22.77037,22.496353,22.72805,11.262015,1.0,-17.852,-20.028,-20.67,-21.183,-21.579,-21.868,-22.229,-22.411,-22.599,-22.906,-22.775,10.3915,10.4102,1.29712,1.35347,29.4851193916788,29.8300262117389,29.840659076952
6526,0.9644,13.8693,22.733261,22.964956,11.579978,1.0,-19.229,-20.96,-21.596,-22.071,-22.453,-22.689,-23.022,-23.222,-23.378,-23.792,-23.623,10.7246,10.7152,1.78015,1.74584,29.8858193916788,30.1980262117389,30.128319076952
6527,0.3377,54.58142,22.22859,22.329575,10.98864,1.0,-93.175,-20.204,-20.762,-21.174,-21.408,-21.719,-22.01,-22.144,-22.374,-22.567,-22.693,10.3308,10.3102,1.19414,1.10246,29.2407193916788,29.6290162117389,29.625919076952
6528,0.696,33.87861,22.791763,23.023458,0.0,0.0,-17.125,-19.07,-19.634,-20.209,-20.592,-21.215,-21.653,-21.887,-22.122,-22.46,-22.446,10.1773,10.1969,1.57268,1.60952,29.7182193916788,29.8649262117389,29.723079076952
6529,2.35,15.01179,23.650732,23.882427,12.053304,1.0,-18.654,-20.488,-21.113,-21.601,-21.431,-21.912,-22.341,-22.548,-22.931,-23.219,-23.088,10.4225,10.4992,1.7112,1.45401,29.5609193916788,29.8602262117389,29.901269076952
6530,1.3978,17.16922,23.198725,23.43042,11.931908,1.0,-19.389,-21.49,-22.183,-22.798,-23.05,-23.503,-23.719,-23.882,-24.274,-24.561,-24.391,11.1472,11.1338,1.62266,1.63504,29.8002193916788,30.3500262117389,30.400299076952
6531,1.2792,14.14263,23.02589,23.257586,11.469213,1.0,-18.204,-20.294,-21.04,-21.625,-21.983,-22.408,-22.765,-22.904,-23.296,-23.584,-23.412,10.7488,10.7614,1.38757,1.17698,29.3187193916788,29.9152262117389,30.039479076952
6532,2.8318,14.25177,23.806906,24.038603,11.994202,1.0,-21.188,-21.449,-21.729,-22.356,-22.485,-22.553,-22.804,-22.945,-23.217,-23.44,-23.281,10.0184,10.0199,2.0491,2.06884,30.0953193916788,30.0051262117389,29.941839076952
6533,2.5738,13.01599,23.676277,23.907972,11.668898,1.0,-21.363,-22.611,-23.003,-23.292,-23.546,-23.889,-24.167,-24.328,-24.53,-24.789,-24.66,11.0527,11.0574,2.09031,2.08379,30.1927193916788,30.4790262117389,30.504839076952
6534,0.6934,32.009,22.763334,22.99503,11.672714,1.0,-97.729,-19.762,-20.639,-21.327,-21.811,-22.267,-22.706,-22.95,-23.302,-23.725,-23.625,10.9203,10.8559,1.36524,1.36839,29.5084193916788,30.0586262117389,30.164319076952
6535,0.568,14.5132,22.219069,22.450764,10.814506,1.0,-16.937,-18.947,-19.674,-20.224,-20.673,-21.022,-21.422,-21.569,-21.955,-22.373,-22.382,10.1909,10.2138,1.05028,0.999369,29.1343193916788,29.5585162117389,29.613119076952
6536,1.3987,14.40329,23.123077,23.354773,11.915736,1.0,-19.364,-21.212,-21.715,-22.21,-22.886,-23.111,-23.196,-23.391,-23.729,-24.075,-24.016,10.7092,10.6889,2.2048,2.27767,30.3885193916788,30.4774262117389,30.308009076952
6537,0.2179,33.79894,21.647152,21.878847,10.321146,1.0,-92.437,-18.506,-19.18,-19.605,-19.912,-20.143,-20.408,-20.562,-20.736,-20.909,-20.74,9.59999,9.6875,3.24096e-05,0.103138,28.2448293916788,28.8414262117389,28.965629076952
6538,1.1414,14.39293,22.919134,23.15083,11.887176,1.0,-17.929,-20.164,-20.84,-21.412,-21.841,-22.213,-22.617,-22.777,-23.004,-23.56,-23.564,10.666,10.6707,1.63446,1.53715,29.6704193916788,30.0540262117389,30.083039076952
6539,3.034,13.49416,23.848639,24.080334,12.535347,0.0,-15.986,-19.765,-20.719,-21.121,-21.414,-21.688,-22.189,-22.36,-22.456,-22.658,-22.414,10.5299,10.5322,1.27827,-12.4084,26.8845193916788,29.2007162117389,29.556119076952
6540,0.6826,19.364,22.529224,22.76092,10.681158,0.0,-17.505,-20.817,-21.653,-22.227,-22.524,-22.81,-23.103,-23.275,-23.437,-23.674,-23.427,11.0075,11.1053,-0.568339,-0.443923,27.8038893916788,29.6237862117389,29.979589076952
6541,1.5957,22.68585,23.451353,23.683048,12.184278,1.0,-19.63,-21.799,-22.631,-23.075,-23.465,-23.88,-24.235,-24.565,-24.768,-25.046,-24.925,11.3182,11.2713,2.03326,2.05681,30.1917193916788,30.6159262117389,30.670539076952
6542,0.8801,16.35443,22.712479,22.944174,11.220545,1.0,-18.048,-19.473,-19.952,-20.28,-20.912,-20.848,-21.344,-21.62,-21.847,-22.543,-22.504,9.79339,9.79473,1.72245,1.7488,29.7890193916788,29.7279262117389,29.665219076952
6543,0.4994,38.47085,22.483875,22.659695,11.068066,1.0,-18.422,-20.193,-20.915,-21.431,-21.73,-22.081,-22.418,-22.695,-22.976,-23.261,-23.017,10.571,10.6415,0.993175,0.916675,29.0608493916788,29.7267262117389,29.880049076952
6544,0.4301,32.89439,22.342134,22.670235,11.073948,1.0,-17.317,-19.354,-20.144,-20.778,-21.175,-21.603,-21.96,-22.242,-22.495,-22.857,-22.722,10.5004,10.5449,0.799171,0.820118,28.9642993916788,29.6301962117389,29.783499076952
6545,1.2106,13.23384,22.941793,23.173489,11.093337,1.0,-18.409,-19.96,-20.77,-21.139,-21.421,-21.642,-21.873,-21.96,-22.14,-22.33,-22.145,10.147,10.15,1.23605,1.23264,29.3712193916788,29.6581462117389,29.566649076952
6546,0.6,14.70373,22.279783,22.511478,10.052547,0.0,-17.36,-20.704,-21.647,-22.292,-22.586,-22.964,-23.259,-23.411,-23.622,-23.757,-23.512,11.1943,11.1968,-0.807163,-0.782588,27.5634193916788,29.6529162117389,30.026919076952
6547,0.7859,13.97518,22.529835,22.76153,11.602772,1.0,-19.655,-20.246,-21.74,-22.038,-22.294,-22.573,-22.753,-22.926,-23.154,-23.348,-23.169,10.582,10.5975,1.28579,1.20583,29.3441193916788,29.8496262117389,29.938599076952
6548,4.2245,14.70257,24.195202,24.426895,12.989139,1.0,-20.521,-22.299,-22.881,-23.406,-23.747,-24.18,-24.53,-24.724,-24.906,-25.173,-25.036,11.1413,11.2221,2.67219,2.39229,30.5012193916788,30.7305262117389,30.722339076952
6549,0.6323,20.3805,22.474371,22.706066,11.054015,1.0,-18.1,-19.862,-20.433,-20.881,-21.133,-21.504,-21.761,-22.012,-22.264,-22.643,-22.554,10.2225,10.2675,1.18142,1.13392,29.2672193916788,29.6508062117389,29.679809076952
6550,1.848,29.33388,23.707724,23.939419,12.622226,0.0,-21.057,-21.926,-22.433,-22.489,-22.792,-23.058,-23.313,-23.623,-23.752,-24.075,-23.928,10.5983,10.5394,1.9095,2.00188,30.0888193916788,30.1983262117389,30.157949076952
6551,1.4142,13.98873,23.121384,23.353079,11.537661,0.0,-20.876,-21.598,-21.433,-22.198,-22.012,-22.188,-21.687,-21.746,-21.773,-21.86,-21.62,9.71726,9.71006,1.60089,1.56956,29.6545193916788,29.6427062117389,29.440809076952
6552,0.2696,14.5978,21.48669,21.718386,10.440511,0.0,-15.784,-19.855,-20.919,-21.618,-21.93,-22.317,-22.583,-22.76,-22.946,-23.123,-22.877,10.9373,10.9339,-5.97151,-6.6763,26.8606293916788,29.3895362117389,29.761629076952
6553,0.3045,14.46333,21.60074,21.832436,10.66796,1.0,-16.453,-18.321,-19.128,-19.789,-20.169,-20.559,-20.936,-21.154,-21.461,-21.74,-21.781,10.1996,10.1567,0.100708,0.117073,28.2674593916788,29.0980562117389,29.311959076952
6554,1.9613,13.62059,23.432842,23.664537,11.779997,1.0,-20.41,-21.635,-22.115,-22.306,-22.645,-22.82,-23.21,-23.367,-23.511,-23.685,-23.55,10.6046,10.6336,1.79377,1.77625,29.8779193916788,30.1081262117389,30.114199076952
6555,1.0849,26.68056,23.136099,23.367794,11.35183,1.0,-19.203,-20.491,-20.938,-21.185,-21.442,-21.826,-22.11,-22.32,-22.41,-23.03,-22.966,10.166,10.0901,1.73526,1.81766,29.9111193916788,29.9280262117389,29.866469076952
6556,2.5989,20.57049,23.884342,24.11604,12.374047,0.0,-20.764,-22.35,-22.512,-22.947,-23.395,-23.812,-24.093,-24.256,-24.662,-24.913,-24.751,11.177,11.1819,1.46337,1.45707,29.6012193916788,30.2671262117389,30.420449076952
6557,0.7725,21.16808,22.69278,22.924475,11.46336,1.0,-18.62,-20.692,-21.315,-21.865,-22.186,-22.609,-22.783,-22.972,-23.237,-23.564,-23.411,10.6807,10.656,1.59851,1.63424,29.7754193916788,30.1124262117389,30.066069076952
6558,1.7646,14.59934,23.35929,23.590984,11.359584,1.0,-18.398,-20.575,-20.979,-21.44,-21.791,-22.048,-22.464,-22.808,-23.135,-23.584,-23.585,10.322,10.1672,2.18931,2.35734,30.3605193916788,30.2295262117389,30.165129076952
6559,1.7994,13.58357,23.347185,23.57888,11.741517,1.0,-20.942,-22.255,-22.631,-23.012,-23.198,-23.397,-23.701,-23.771,-23.879,-24.073,-23.917,10.831,10.8375,1.8607,1.86093,30.0034193916788,30.3175262117389,30.252649076952
6560,2.054,19.61961,23.636415,23.86811,10.22107,0.0,-18.407,-19.942,-20.534,-20.744,-21.086,-21.483,-21.686,-21.856,-22.039,-22.394,-22.308,10.0928,10.1164,1.3415,1.40104,29.5325193916788,29.7379262117389,29.610439076952
6561,2.4433,15.82715,23.711226,23.94292,12.468285,1.0,-19.943,-21.173,-21.936,-22.28,-22.625,-22.963,-22.91,-23.054,-23.317,-23.562,-23.44,10.5067,10.5955,1.83996,1.7294,29.8665193916788,30.1320262117389,30.031249076952
6562,0.3418,25.32139,21.956747,22.188442,10.559598,1.0,-93.506,-18.046,-18.774,-19.373,-19.712,-20.103,-20.493,-20.707,-20.999,-21.39,-21.638,9.94845,9.87471,0.397299,0.387235,28.5272693916788,29.0774662117389,29.183169076952
6563,0.735,14.14796,22.46755,22.699247,11.278805,0.0,-21.4,-22.912,-23.562,-23.601,-23.925,-24.182,-24.374,-24.508,-24.607,-25.343,-25.499,10.9935,11.0082,2.70002,2.68951,30.7927193916788,30.8461262117389,30.665539076952
6564,0.3755,14.43159,21.805021,22.036716,10.578833,1.0,-17.185,-18.687,-19.239,-19.678,-20.046,-20.282,-20.565,-20.729,-20.951,-21.18,-21.394,9.65104,9.58124,1.09812,1.06146,29.1822193916788,29.3119262117389,29.154619076952
6565,2.276,14.15353,23.594248,23.825941,12.506499,0.0,-19.785,-20.983,-21.57,-22.008,-22.27,-22.626,-22.937,-23.118,-23.292,-23.575,-23.448,10.1668,10.7238,1.44601,1.41052,29.5258193916788,29.9389262117389,30.032029076952
6566,0.4658,36.769,22.424475,22.65617,11.063713,1.0,-19.561,-21.058,-21.634,-22.116,-22.417,-22.683,-22.96,-23.16,-23.294,-23.505,-23.296,10.7248,10.7136,1.31493,1.4248,29.5652193916788,29.9835262117389,29.997839076952
6567,2.2622,13.51246,24.304325,25.010485,12.50218,1.0,-20.836,-22.331,-22.514,-23.22,-23.609,-23.808,-23.701,-23.815,-24.345,-24.497,-24.303,10.7022,10.7021,2.23706,2.23044,30.3478193916788,30.4596262117389,30.297009076952
6568,0.3209,20.31099,21.799309,22.031006,10.718695,1.0,-16.818,-18.767,-19.574,-20.222,-20.604,-21.003,-21.374,-21.592,-21.898,-22.208,-22.307,10.35,10.3308,0.300002,0.291229,28.4416093916788,29.2722162117389,29.486109076952
6569,1.1193,25.98353,23.15602,23.387714,11.4632,1.0,-20.659,-21.476,-21.47,-21.697,-21.826,-22.099,-22.33,-22.521,-22.65,-23.013,-22.894,9.76015,9.7736,1.89996,1.87107,29.9151193916788,29.8109262117389,29.751759076952
6570,1.308,13.70592,23.034552,23.266247,11.598028,0.0,-19.17,-20.715,-21.208,-21.741,-22.023,-22.428,-22.533,-22.777,-23.016,-23.32,-23.234,10.5051,10.5504,1.73177,1.49374,29.6254193916788,29.9703262117389,29.980939076952
6571,0.978,28.07909,23.05372,23.285418,11.657595,1.0,-18.793,-20.696,-21.377,-21.914,-22.38,-22.718,-23.039,-23.285,-23.479,-23.866,-23.694,10.7677,10.7766,1.81211,1.80006,29.9426193916788,30.2567262117389,30.191789076952
6572,2.1669,15.71272,23.592028,23.823723,12.324688,1.0,-19.026,-20.787,-21.436,-22.109,-22.365,-22.853,-23.054,-23.255,-23.484,-23.91,-23.862,10.7127,10.7233,2.04265,2.05734,30.1864193916788,30.3724262117389,30.236149076952
6573,1.1894,14.68699,22.969307,23.201002,11.90252,1.0,-17.659,-19.538,-20.357,-21.049,-21.475,-21.936,-22.405,-22.721,-23.026,-23.464,-23.45,10.6982,10.7317,1.70035,1.43164,29.5682193916788,30.0318262117389,30.106119076952
6574,1.2449,75.7071,23.810427,24.1205,0.0,0.0,-20.542,-21.908,-22.481,-22.902,-23.152,-23.469,-23.684,-23.864,-24.105,-24.365,-24.282,10.8104,10.8017,2.38646,2.39051,30.5013193916788,30.5902262117389,30.420849076952
6575,2.041,26.80096,23.765688,23.997381,0.0,0.0,-21.721,-21.931,-22.031,-22.175,-22.052,-22.257,-22.465,-22.447,-22.664,-22.831,-22.639,9.45,9.4537,2.1,2.11636,30.0098193916788,29.7610262117389,29.666369076952
6576,0.498,14.81019,22.0962,22.327894,0.0,0.0,-14.317,-17.893,-18.778,-19.333,-19.546,-19.796,-20.055,-20.273,-20.236,-20.49,-20.477,9.62616,9.66207,-2.36048,-9.37937,26.2668793916788,28.4236862117389,28.729479076952
6577,1.3379,19.79257,23.216745,23.44844,11.497706,1.0,-19.467,-21.172,-21.838,-22.365,-22.549,-22.995,-23.254,-23.383,-23.642,-23.887,-23.745,10.9391,10.956,1.11654,1.09468,29.2413193916788,29.9757262117389,30.155549076952
6578,0.9231,22.96594,22.908085,23.13978,11.221323,0.0,-18.729,-21.519,-22.321,-22.981,-23.24,-23.636,-23.813,-24.008,-24.068,-24.152,-23.958,11.35,11.3577,-1.71318e-08,0.0233453,28.2422093916788,29.9145262117389,30.261609076952
6579,1.129,16.88582,22.977522,23.209217,11.982751,0.0,-17.844,-19.447,-20.104,-20.474,-20.472,-20.881,-21.195,-21.553,-21.706,-21.893,-21.707,9.76048,9.65517,1.36611,1.60816,29.6553193916788,29.6103762117389,29.397969076952
6580,0.5362,28.93592,22.460983,22.692678,11.063036,1.0,-17.836,-19.89,-20.578,-21.074,-21.488,-21.747,-22.093,-22.313,-22.507,-22.777,-22.62,10.4126,10.4353,1.0015,1.04363,29.1818993916788,29.6874262117389,29.776399076952
6581,1.259,20.54979,23.172222,23.403917,11.585997,1.0,-19.864,-21.579,-22.219,-22.638,-22.953,-23.351,-23.484,-23.624,-23.966,-24.191,-24.126,11.0062,11.0054,1.52558,1.50655,29.6717193916788,30.2215262117389,30.271819076952
6582,0.8255,20.53596,22.746655,22.97835,11.445445,1.0,-17.576,-19.952,-20.61,-21.084,-21.414,-21.856,-22.015,-22.21,-22.427,-22.804,-22.635,10.4006,10.4092,1.20801,1.05212,29.2119093916788,29.6969262117389,29.718909076952
6583,1.3981,13.81473,23.10453,23.336226,11.489955,0.0,-19.691,-22.111,-23.041,-23.469,-23.694,-23.863,-24.001,-24.117,-24.374,-24.553,-24.313,11.1481,11.1465,8.9407e-08,0.010817,28.4773393916788,30.0832262117389,30.311439076952
6584,0.7484,18.3412,22.598526,22.830221,11.099589,1.0,-19.441,-21.201,-21.792,-22.351,-22.658,-22.874,-23.153,-23.283,-23.54,-23.807,-23.601,10.9494,10.9275,1.1013,1.08181,29.2597193916788,29.9774262117389,30.091429076952
6585,0.7386,15.43661,22.510342,22.742037,11.108189,1.0,-18.289,-20.617,-21.407,-22.112,-22.506,-22.929,-23.203,-23.421,-23.663,-23.936,-23.751,11.1,11.1243,0.6,0.649458,28.8117393916788,29.9033262117389,30.186739076952
